Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
564-36-2229,C,Mumbai,Member,Male,Food and beverages,57.89,2.0,5.789,121.569,1/17/2019,10:37:00,Cash,115.78,4.761904762,5.789,8.9
242-91-7588,C,Hyderabad,Member,Female,Food and beverages,38.6,3.0,5.79,121.59,3/28/2019,13:57:00,Ewallet,115.8,4.761904762,5.79,7.5
266-76-6436,C,Hyderabad,Member,Female,Food and beverages,38.6,3.0,5.79,121.59,3/28/2019,13:57:00,Ewallet,115.8,4.761904762,5.79,7.5
745-74-0715,A,Mumbai,Normal,Male,Electronic accessories,58.03,2.0,5.803,121.863,43741,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8
874-49-5560,A,Mumbai,Normal,Male,Food and beverages,58.03,2.0,5.803,121.863,43741,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8
545-07-8534,C,Mumbai,Normal,Female,Health and beauty,58.32,2.0,5.832,122.472,2/14/2019,12:42:00,Cash,116.64,4.761904762,5.832,6.0
583-41-4548,C,Hyderabad,Normal,Male,Home and lifestyle,16.67,7.0,5.8345,122.5245,43648,11:36:00,Ewallet,116.69,4.761904762,5.8345,7.4
372-26-1506,C,Hyderabad,Normal,Female,Fashion accessories,23.82,5.0,5.955,125.055,1/28/2019,19:24:00,Cash,119.1,4.761904762,5.955,5.4
978-82-9042,A,Mumbai,Normal,Male,Food and beverages,23.82,5.0,5.955,125.055,1/28/2019,19:24:00,Ewallet,119.1,4.761904762,5.955,5.4
685-62-7155,C,Hyderabad,Normal,Female,Food and beverages,23.82,5.0,5.955,125.055,1/28/2019,19:24:00,Cash,119.1,4.761904762,5.955,5.4
448-81-5016,A,Delhi,Normal,Male,Health and beauty,59.77,2.0,5.977,125.517,43772,12:01:00,Cash,119.54,4.761904762,5.977,5.8
701-86-7377,C,Delhi,Normal,Male,Health and beauty,59.77,2.0,5.977,125.517,43772,12:01:00,Cash,119.54,4.761904762,5.977,5.8
536-49-8876,C,Mumbai,Normal,Male,Food and beverages,59.77,2.0,5.977,125.517,43772,12:01:00,Cash,119.54,4.761904762,5.977,5.8
396-90-2219,B,Mumbai,Normal,Female,Electronic accessories,14.96,8.0,5.984,125.664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6
705-26-5433,B,Mumbai,Normal,Male,Electronic accessories,14.96,8.0,5.984,125.664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6
518-34-1041,C,Mumbai,Normal,Male,Electronic accessories,14.96,8.0,5.984,125.664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6
339-38-9982,C,Mumbai,Member,Male,Fashion accessories,59.86,2.0,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,6.7
647-62-7278,B,Mumbai,Member,Male,Fashion accessories,59.86,2.0,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,6.7
972-77-4012,C,Mumbai,Member,Male,Food and beverages,59.86,2.0,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,6.7
312-46-1983,B,Hyderabad,Member,Male,Fashion accessories,59.86,2.0,5.986,125.706,1/13/2019,14:55:00,Cash,119.72,4.761904762,5.986,
503-21-4385,B,Mumbai,Member,Male,Health and beauty,39.91,3.0,5.9865,125.7165,2/21/2019,12:40:00,Cash,119.73,4.761904762,5.9865,9.3
372-16-9929,C,Hyderabad,Member,Male,Sports and travel,17.14,7.0,5.999,125.979,1/16/2019,12:07:00,Cash,119.98,4.761904762,5.999,7.9
842-29-4695,C,Hyderabad,Member,Male,Sports and travel,17.14,7.0,5.999,125.979,1/16/2019,12:07:00,Credit card,119.98,4.761904762,5.999,7.9
945-13-7025,C,Hyderabad,Member,Male,Food and beverages,17.14,7.0,5.999,125.979,1/16/2019,12:07:00,Cash,119.98,4.761904762,5.999,7.9
148-82-2527,C,Hyderabad,Member,Female,Home and lifestyle,12.12,10.0,6.06,127.26,43588,13:44:00,Cash,121.2,4.761904762,6.06,8.4
744-83-7588,A,Delhi,Normal,Male,Sports and travel,60.87,2.0,6.087,127.827,43711,12:37:00,Ewallet,121.74,4.761904762,6.087,8.7
816-57-2053,C,Delhi,Normal,Male,Sports and travel,60.87,2.0,6.087,127.827,43711,12:37:00,Cash,121.74,4.761904762,6.087,8.7
261-12-8671,B,Mumbai,Normal,Female,Fashion accessories,60.96,2.0,6.096,128.016,1/25/2019,19:39:00,Credit card,121.92,4.761904762,6.096,4.9
929-56-2304,B,Mumbai,Normal,Male,Food and beverages,60.96,2.0,6.096,128.016,1/25/2019,19:39:00,Credit card,121.92,4.761904762,6.096,4.9
760-54-1821,C,Mumbai,Normal,Male,Home and lifestyle,13.59,9.0,6.1155,128.4255,3/15/2019,10:26:00,Cash,122.31,4.761904762,6.1155,5.8
760-53-9233,A,Mumbai,Member,Male,Fashion accessories,41.28,3.0,6.192,130.032,3/26/2019,18:37:00,Cash,123.84,4.761904762,6.192,8.5
560-30-5617,B,Mumbai,Normal,Male,Sports and travel,24.77,5.0,6.1925,130.0425,3/24/2019,18:27:00,Cash,123.85,4.761904762,6.1925,8.5
268-20-3585,C,Hyderabad,Normal,Female,Health and beauty,13.85,9.0,6.2325,130.8825,43557,12:50:00,Ewallet,124.65,4.761904762,6.2325,6.0
482-19-4429,C,Hyderabad,Normal,Male,Fashion accessories,15.62,8.0,6.248,131.208,1/20/2019,20:37:00,Ewallet,124.96,4.761904762,6.248,9.1
760-27-5490,C,Hyderabad,Normal,Male,Fashion accessories,15.62,8.0,6.248,131.208,1/20/2019,20:37:00,Ewallet,124.96,4.761904762,6.248,9.1
101-81-4070,C,Mumbai,Member,Female,Health and beauty,62.82,2.0,6.282,131.922,1/17/2019,12:36:00,Cash,125.64,4.761904762,6.282,4.9
133-14-7229,C,Hyderabad,Normal,Male,Health and beauty,62.87,2.0,6.287,132.027,43466,11:43:00,Cash,125.74,4.761904762,6.287,5.0
102-06-2002,C,Mumbai,Member,Male,Sports and travel,25.25,5.0,6.3125,132.5625,3/20/2019,17:52:00,Cash,126.25,4.761904762,6.3125,6.1
776-94-7101,C,Hyderabad,Member,Male,Sports and travel,25.25,5.0,6.3125,132.5625,3/20/2019,17:52:00,Cash,126.25,4.761904762,6.3125,6.1
290-86-6355,C,Hyderabad,Normal,Male,Electronic accessories,63.22,2.0,6.322,132.762,43466,15:51:00,Cash,126.44,4.761904762,6.322,8.5
556-97-7101,C,Hyderabad,Normal,Female,Electronic accessories,63.22,2.0,6.322,132.762,43466,15:51:00,Cash,126.44,4.761904762,6.322,8.5
399-79-5787,A,Hyderabad,Normal,Male,Electronic accessories,63.22,2.0,6.322,132.762,43466,15:51:00,Ewallet,126.44,4.761904762,6.322,8.5
830-58-2383,C,Mumbai,Normal,Male,Home and lifestyle,31.75,4.0,6.35,133.35,43679,15:26:00,Cash,127.0,4.761904762,6.35,8.6
435-73-8931,C,Hyderabad,Normal,Male,Food and beverages,31.77,4.0,6.354,133.434,1/14/2019,14:43:00,Cash,127.08,4.761904762,6.354,6.2
592-34-6155,C,Hyderabad,Normal,Male,Food and beverages,31.77,4.0,6.354,133.434,1/14/2019,14:43:00,Ewallet,127.08,4.761904762,6.354,6.2
603-52-4588,C,Hyderabad,Normal,Male,Food and beverages,31.77,4.0,6.354,133.434,1/14/2019,14:43:00,Cash,127.08,4.761904762,6.354,6.2
481-48-8213,B,Mumbai,Normal,Male,Food and beverages,18.22,7.0,6.377,133.917,43741,14:04:00,Credit card,127.54,4.761904762,6.377,6.6
596-42-3999,C,Mumbai,Normal,Male,Food and beverages,18.22,7.0,6.377,133.917,43741,14:04:00,Credit card,127.54,4.761904762,6.377,6.6
811-24-9153,C,Mumbai,Normal,Male,Food and beverages,18.22,7.0,6.377,133.917,43741,14:04:00,Credit card,127.54,4.761904762,6.377,
151-94-2797,B,Mumbai,Normal,Male,Sports and travel,42.97,3.0,6.4455,135.3555,43526,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
322-02-2271,C,Mumbai,Normal,Female,Sports and travel,42.97,3.0,6.4455,135.3555,43526,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
722-90-6691,C,Mumbai,Normal,Female,Sports and travel,42.97,3.0,6.4455,135.3555,43526,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
151-16-1484,A,Mumbai,Member,Male,Electronic accessories,32.25,4.0,6.45,135.45,2/13/2019,12:38:00,Ewallet,129.0,4.761904762,6.45,6.5
728-92-0311,A,Delhi,Member,Male,Electronic accessories,32.25,4.0,6.45,135.45,2/13/2019,12:38:00,Ewallet,129.0,4.761904762,6.45,6.5
746-54-5508,A,Mumbai,Normal,Male,Home and lifestyle,21.52,6.0,6.456,135.576,1/17/2019,12:48:00,Credit card,129.12,4.761904762,6.456,9.4
767-97-4650,C,Mumbai,Member,Female,Sports and travel,64.83,2.0,6.483,136.143,43678,11:59:00,Credit card,129.66,4.761904762,6.483,8.0
777-80-8729,B,Mumbai,Member,Male,Sports and travel,64.83,2.0,6.483,136.143,43678,11:59:00,Credit card,129.66,4.761904762,6.483,8.0
110-48-7033,B,Mumbai,Member,Male,Fashion accessories,32.62,4.0,6.524,137.004,1/29/2019,14:12:00,Cash,130.48,4.761904762,6.524,9.0
157-78-2667,C,Hyderabad,Member,Male,Food and beverages,65.65,2.0,6.565,137.865,1/17/2019,16:46:00,Cash,131.3,4.761904762,6.565,6.0
200-16-5952,C,Mumbai,Member,Male,Food and beverages,65.65,2.0,6.565,137.865,1/17/2019,16:46:00,Cash,131.3,4.761904762,6.565,6.0
700-81-1757,A,Delhi,Normal,Male,Electronic accessories,26.31,5.0,6.5775,138.1275,1/18/2019,20:59:00,Credit card,131.55,4.761904762,6.5775,8.8
893-92-0803,A,Mumbai,Normal,Male,Food and beverages,26.31,5.0,6.5775,138.1275,1/18/2019,20:59:00,Credit card,131.55,4.761904762,6.5775,8.8
744-09-5786,C,Mumbai,Normal,Male,Electronic accessories,22.01,6.0,6.603,138.663,43497,18:50:00,Cash,132.06,4.761904762,6.603,7.6
921-23-8893,B,Mumbai,Normal,Male,Food and beverages,22.01,6.0,6.603,138.663,43497,18:50:00,Cash,132.06,4.761904762,6.603,7.6
776-68-1096,B,Mumbai,Normal,Male,Home and lifestyle,44.12,3.0,6.618,138.978,3/18/2019,13:45:00,Credit card,132.36,4.761904762,6.618,7.9
399-69-4630,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6.0,6.663,139.923,43649,10:23:00,Cash,133.26,4.761904762,6.663,8.6
428-80-8087,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6.0,6.663,139.923,43649,10:23:00,Cash,133.26,4.761904762,6.663,8.6
196-32-6798,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6.0,6.663,139.923,43649,10:23:00,Cash,133.26,4.761904762,6.663,8.6
124-67-7661,C,Hyderabad,Normal,Male,Electronic accessories,22.21,6.0,6.663,139.923,43649,10:23:00,Cash,133.26,4.761904762,6.663,8.6
301-11-9629,C,Delhi,Normal,Female,Sports and travel,19.1,7.0,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
318-59-2933,A,Delhi,Normal,Male,Sports and travel,19.1,7.0,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
308-50-1652,A,Delhi,Normal,Female,Sports and travel,19.1,7.0,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
625-76-0714,A,Delhi,Normal,Male,Sports and travel,19.1,7.0,6.685,140.385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6.685,9.7
150-89-8043,A,Mumbai,Normal,Male,Sports and travel,44.65,3.0,6.6975,140.6475,2/14/2019,15:04:00,Cash,133.95,4.761904762,6.6975,6.2
400-45-1220,B,Mumbai,Normal,Female,Health and beauty,13.5,10.0,6.75,141.75,2/27/2019,11:06:00,Cash,135.0,4.761904762,6.75,4.8
930-12-9311,C,Mumbai,Normal,Male,Health and beauty,13.5,10.0,6.75,141.75,2/27/2019,11:06:00,Cash,135.0,4.761904762,6.75,4.8
134-75-2619,C,Delhi,Member,Male,Electronic accessories,19.32,7.0,6.762,142.002,3/25/2019,18:51:00,Cash,135.24,4.761904762,6.762,6.9
192-91-2002,A,Delhi,Member,Male,Electronic accessories,19.32,7.0,6.762,142.002,3/25/2019,18:51:00,Cash,135.24,4.761904762,6.762,6.9
574-97-5784,A,Delhi,Normal,Male,Fashion accessories,45.38,3.0,6.807,142.947,2/17/2019,13:34:00,Credit card,136.14,4.761904762,6.807,7.2
788-21-5741,C,Delhi,Normal,Male,Fashion accessories,45.38,3.0,6.807,142.947,2/17/2019,13:34:00,Credit card,136.14,4.761904762,6.807,7.2
585-86-8361,A,Mumbai,Normal,Female,Food and beverages,27.28,5.0,6.82,143.22,43526,10:31:00,Credit card,136.4,4.761904762,6.82,8.6
894-48-5508,A,Mumbai,Normal,Male,Food and beverages,27.28,5.0,6.82,143.22,43526,10:31:00,Credit card,136.4,4.761904762,6.82,8.6
247-32-1577,B,Mumbai,Normal,Male,Electronic accessories,45.71,3.0,6.8565,143.9865,3/26/2019,10:34:00,Credit card,137.13,4.761904762,6.8565,7.7
734-91-1155,C,Mumbai,Normal,Female,Electronic accessories,45.71,3.0,6.8565,143.9865,3/26/2019,10:34:00,Cash,137.13,4.761904762,6.8565,7.7
357-74-7437,C,Hyderabad,Normal,Male,Fashion accessories,45.74,3.0,6.861,144.081,43741,17:38:00,Cash,137.22,4.761904762,6.861,6.5
453-12-7053,C,Hyderabad,Normal,Male,Fashion accessories,45.74,3.0,6.861,144.081,43741,17:38:00,Credit card,137.22,4.761904762,6.861,6.5
168-31-9704,C,Hyderabad,Normal,Male,Food and beverages,45.74,3.0,6.861,144.081,43741,17:38:00,Cash,137.22,4.761904762,6.861,6.5
499-15-2322,B,Mumbai,Normal,Male,Sports and travel,23.01,6.0,6.903,144.963,43800,16:45:00,Ewallet,138.06,4.761904762,6.903,7.9
751-15-6198,B,Mumbai,Normal,Male,Sports and travel,23.01,6.0,6.903,144.963,43800,16:45:00,Cash,138.06,4.761904762,6.903,7.9
286-75-7818,C,Mumbai,Normal,Male,Fashion accessories,69.08,2.0,6.908,145.068,1/31/2019,19:48:00,Cash,138.16,4.761904762,6.908,6.9
868-77-7172,B,Mumbai,Normal,Male,Food and beverages,69.08,2.0,6.908,145.068,1/31/2019,19:48:00,Credit card,138.16,4.761904762,6.908,6.9
438-66-9253,A,Mumbai,Normal,Male,Food and beverages,69.08,2.0,6.908,145.068,1/31/2019,19:48:00,Ewallet,138.16,4.761904762,6.908,6.9
116-20-5701,B,Mumbai,Member,Male,Sports and travel,23.08,6.0,6.924,145.404,1/24/2019,19:20:00,Ewallet,138.48,4.761904762,6.924,4.9
510-79-0415,C,Mumbai,Member,Female,Sports and travel,23.08,6.0,6.924,145.404,1/24/2019,19:20:00,Ewallet,138.48,4.761904762,6.924,4.9
595-94-9924,A,Mumbai,Member,Female,Health and beauty,27.73,5.0,6.9325,145.5825,3/26/2019,20:21:00,Cash,138.65,4.761904762,6.9325,4.2
965-88-1267,A,Mumbai,Member,Female,Health and beauty,27.73,5.0,6.9325,145.5825,3/26/2019,20:21:00,Cash,138.65,4.761904762,6.9325,
181-94-6432,C,Mumbai,Normal,Male,Fashion accessories,69.33,2.0,6.933,145.593,43587,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7
620-02-2046,C,Hyderabad,Normal,Male,Home and lifestyle,69.4,2.0,6.94,145.74,1/27/2019,19:48:00,Cash,138.8,4.761904762,6.94,9.0
451-24-1825,C,Hyderabad,Normal,Male,Home and lifestyle,69.4,2.0,6.94,145.74,1/27/2019,19:48:00,Cash,138.8,4.761904762,6.94,
207-73-1363,C,Mumbai,Normal,Male,Health and beauty,69.51,2.0,6.951,145.971,43468,12:15:00,Ewallet,139.02,4.761904762,6.951,8.1
656-16-1063,B,Mumbai,Normal,Male,Sports and travel,46.42,3.0,6.963,146.223,43556,13:24:00,Credit card,139.26,4.761904762,6.963,4.4
363-16-8216,B,Hyderabad,Normal,Male,Sports and travel,46.42,3.0,6.963,146.223,43556,13:24:00,Credit card,139.26,4.761904762,6.963,
695-51-0018,B,Mumbai,Normal,Male,Sports and travel,34.84,4.0,6.968,146.328,43740,18:36:00,Cash,139.36,4.761904762,6.968,7.4
356-45-4621,A,Delhi,Member,Male,Sports and travel,27.93,5.0,6.9825,146.6325,1/29/2019,15:48:00,Cash,139.65,4.761904762,6.9825,5.9
816-72-8853,C,Delhi,Member,Female,Sports and travel,27.93,5.0,6.9825,146.6325,1/29/2019,15:48:00,Cash,139.65,4.761904762,6.9825,5.9
790-84-4083,C,Delhi,Member,Male,Food and beverages,27.93,5.0,6.9825,146.6325,1/29/2019,15:48:00,Cash,139.65,4.761904762,6.9825,5.9
423-64-4619,A,Mumbai,Normal,Female,Health and beauty,15.55,9.0,6.9975,146.9475,43649,13:12:00,Cash,139.95,4.761904762,6.9975,5.0
344-33-3154,C,Mumbai,Normal,Male,Health and beauty,15.55,9.0,6.9975,146.9475,43649,13:12:00,Cash,139.95,4.761904762,6.9975,5.0
334-64-2006,C,Delhi,Member,Female,Home and lifestyle,70.32,2.0,7.032,147.672,3/24/2019,14:22:00,Cash,140.64,4.761904762,7.032,9.6
526-48-8142,C,Delhi,Member,Female,Food and beverages,70.32,2.0,7.032,147.672,3/24/2019,14:22:00,Cash,140.64,4.761904762,7.032,9.6
249-55-8702,A,Delhi,Normal,Male,Electronic accessories,23.46,6.0,7.038,147.798,1/13/2019,19:14:00,Ewallet,140.76,4.761904762,7.038,6.4
459-50-7686,C,Delhi,Normal,Female,Electronic accessories,23.46,6.0,7.038,147.798,1/13/2019,19:14:00,Ewallet,140.76,4.761904762,7.038,6.4
892-05-6689,C,Mumbai,Normal,Female,Food and beverages,28.32,5.0,7.08,148.68,43772,13:28:00,Ewallet,141.6,4.761904762,7.08,6.2
808-65-0703,C,Mumbai,Normal,Male,Home and lifestyle,35.47,4.0,7.094,148.974,3/14/2019,17:22:00,Credit card,141.88,4.761904762,7.094,6.9
715-20-1673,B,Mumbai,Normal,Male,Electronic accessories,28.38,5.0,7.095,148.995,43619,20:57:00,Cash,141.9,4.761904762,7.095,9.4
922-90-2399,B,Mumbai,Normal,Male,Food and beverages,28.38,5.0,7.095,148.995,43619,20:57:00,Cash,141.9,4.761904762,7.095,9.4
527-09-6272,A,Mumbai,Normal,Female,Electronic accessories,28.45,5.0,7.1125,149.3625,3/21/2019,10:17:00,Credit card,142.25,4.761904762,7.1125,9.1
826-68-2017,A,Delhi,Member,Male,Electronic accessories,28.45,5.0,7.1125,149.3625,3/21/2019,10:17:00,Credit card,142.25,4.761904762,7.1125,9.1
166-75-6386,C,Hyderabad,Normal,Male,Electronic accessories,47.65,3.0,7.1475,150.0975,3/28/2019,12:58:00,Credit card,142.95,4.761904762,7.1475,9.5
633-09-3463,C,Mumbai,Normal,Female,Electronic accessories,47.65,3.0,7.1475,150.0975,3/28/2019,12:58:00,Credit card,142.95,4.761904762,7.1475,9.5
955-35-4564,C,Hyderabad,Normal,Female,Electronic accessories,47.65,3.0,7.1475,150.0975,3/28/2019,12:58:00,Credit card,142.95,4.761904762,7.1475,
373-14-0504,A,Mumbai,Member,Female,Sports and travel,71.63,2.0,7.163,150.423,43801,14:33:00,Cash,143.26,4.761904762,7.163,8.8
460-32-8446,A,Delhi,Member,Male,Sports and travel,71.63,2.0,7.163,150.423,43801,14:33:00,Ewallet,143.26,4.761904762,7.163,8.8
596-85-7719,C,Mumbai,Member,Female,Food and beverages,71.63,2.0,7.163,150.423,43801,14:33:00,Cash,143.26,4.761904762,7.163,8.8
110-37-6551,C,Hyderabad,Normal,Male,Sports and travel,14.36,10.0,7.18,150.78,1/27/2019,14:28:00,Cash,143.6,4.761904762,7.18,5.4
613-59-9758,C,Mumbai,Normal,Female,Sports and travel,14.36,10.0,7.18,150.78,1/27/2019,14:28:00,Cash,143.6,4.761904762,7.18,5.4
329-82-8993,C,Mumbai,Normal,Female,Sports and travel,14.36,10.0,7.18,150.78,1/27/2019,14:28:00,Cash,143.6,4.761904762,7.18,
198-66-9832,C,Mumbai,Member,Female,Fashion accessories,72.04,2.0,7.204,151.284,43557,19:38:00,Cash,144.08,4.761904762,7.204,9.5
733-46-6542,B,Mumbai,Member,Male,Fashion accessories,72.04,2.0,7.204,151.284,43557,19:38:00,Cash,144.08,4.761904762,7.204,9.5
378-07-7001,B,Mumbai,Normal,Male,Electronic accessories,48.09,3.0,7.2135,151.4835,43740,18:23:00,Cash,144.27,4.761904762,7.2135,7.8
752-18-3113,B,Mumbai,Member,Male,Electronic accessories,48.09,3.0,7.2135,151.4835,43740,18:23:00,Credit card,144.27,4.761904762,7.2135,7.8
270-60-8045,C,Mumbai,Normal,Male,Food and beverages,48.09,3.0,7.2135,151.4835,43740,18:23:00,Cash,144.27,4.761904762,7.2135,7.8
120-54-2248,B,Mumbai,Normal,Female,Food and beverages,28.86,5.0,7.215,151.515,1/22/2019,18:08:00,Credit card,144.3,4.761904762,7.215,8.0
491-68-4982,B,Mumbai,Normal,Male,Food and beverages,28.86,5.0,7.215,151.515,1/22/2019,18:08:00,Credit card,144.3,4.761904762,7.215,8.0
355-34-6244,C,Mumbai,Normal,Male,Food and beverages,72.39,2.0,7.239,152.019,1/13/2019,19:55:00,Cash,144.78,4.761904762,7.239,8.1
669-83-1048,B,Mumbai,Normal,Male,Food and beverages,72.39,2.0,7.239,152.019,1/13/2019,19:55:00,Credit card,144.78,4.761904762,7.239,8.1
826-50-2389,C,Mumbai,Normal,Male,Food and beverages,72.39,2.0,7.239,152.019,1/13/2019,19:55:00,Cash,144.78,4.761904762,7.239,8.1
254-36-7196,B,Hyderabad,Normal,Male,Food and beverages,72.39,2.0,7.239,152.019,1/13/2019,19:55:00,Credit card,144.78,4.761904762,7.239,
340-66-0321,A,Mumbai,Normal,Male,Electronic accessories,36.36,4.0,7.272,152.712,3/25/2019,13:07:00,Cash,145.44,4.761904762,7.272,7.6
397-51-8516,A,Delhi,Member,Male,Electronic accessories,36.36,4.0,7.272,152.712,3/25/2019,13:07:00,Cash,145.44,4.761904762,7.272,7.6
981-25-6319,A,Mumbai,Normal,Male,Food and beverages,36.36,4.0,7.272,152.712,3/25/2019,13:07:00,Cash,145.44,4.761904762,7.272,7.6
448-61-3212,C,Delhi,Member,Male,Electronic accessories,36.36,4.0,7.272,152.712,3/25/2019,13:07:00,Cash,145.44,4.761904762,7.272,7.6
387-49-4215,C,Mumbai,Member,Female,Sports and travel,48.5,3.0,7.275,152.775,43678,12:50:00,Cash,145.5,4.761904762,7.275,6.7
558-47-2286,B,Mumbai,Member,Male,Sports and travel,48.5,3.0,7.275,152.775,43678,12:50:00,Cash,145.5,4.761904762,7.275,6.7
691-72-3196,C,Mumbai,Member,Male,Sports and travel,48.5,3.0,7.275,152.775,43678,12:50:00,Cash,145.5,4.761904762,7.275,6.7
168-44-9886,B,Mumbai,Member,Female,Food and beverages,48.52,3.0,7.278,152.838,43588,18:17:00,Ewallet,145.56,4.761904762,7.278,4.0
510-95-6347,B,Mumbai,Member,Male,Food and beverages,48.52,3.0,7.278,152.838,43588,18:17:00,Ewallet,145.56,4.761904762,7.278,4.0
173-57-2300,C,Hyderabad,Member,Male,Sports and travel,72.88,2.0,7.288,153.048,3/13/2019,12:51:00,Cash,145.76,4.761904762,7.288,6.1
648-73-9357,C,Hyderabad,Member,Male,Sports and travel,72.88,2.0,7.288,153.048,3/13/2019,12:51:00,Cash,145.76,4.761904762,7.288,6.1
885-19-1416,C,Hyderabad,Member,Male,Sports and travel,72.88,2.0,7.288,153.048,3/13/2019,12:51:00,Cash,145.76,4.761904762,7.288,
153-77-6188,C,Hyderabad,Normal,Female,Food and beverages,16.31,9.0,7.3395,154.1295,3/26/2019,10:31:00,Ewallet,146.79,4.761904762,7.3395,8.4
236-27-1144,C,Hyderabad,Normal,Female,Food and beverages,16.31,9.0,7.3395,154.1295,3/26/2019,10:31:00,Ewallet,146.79,4.761904762,7.3395,8.4
437-58-8131,B,Mumbai,Normal,Male,Fashion accessories,73.52,2.0,7.352,154.392,1/15/2019,13:41:00,Cash,147.04,4.761904762,7.352,4.6
599-29-6955,C,Mumbai,Normal,Male,Fashion accessories,73.52,2.0,7.352,154.392,1/15/2019,13:41:00,Cash,147.04,4.761904762,7.352,4.6
586-47-7591,B,Mumbai,Member,Male,Fashion accessories,29.56,5.0,7.39,155.19,2/13/2019,16:59:00,Cash,147.8,4.761904762,7.39,6.9
767-54-1907,C,Mumbai,Member,Female,Fashion accessories,29.56,5.0,7.39,155.19,2/13/2019,16:59:00,Cash,147.8,4.761904762,7.39,6.9
365-24-4797,C,Hyderabad,Member,Male,Electronic accessories,37.06,4.0,7.412,155.652,1/31/2019,16:24:00,Cash,148.24,4.761904762,7.412,9.7
583-72-1480,C,Hyderabad,Member,Male,Electronic accessories,37.06,4.0,7.412,155.652,1/31/2019,16:24:00,Ewallet,148.24,4.761904762,7.412,9.7
906-93-5636,C,Hyderabad,Member,Male,Food and beverages,37.06,4.0,7.412,155.652,1/31/2019,16:24:00,Cash,148.24,4.761904762,7.412,9.7
316-52-7353,A,Delhi,Normal,Male,Fashion accessories,37.15,4.0,7.43,156.03,3/23/2019,18:59:00,Cash,148.6,4.761904762,7.43,8.3
795-49-7276,C,Delhi,Normal,Male,Fashion accessories,37.15,4.0,7.43,156.03,3/23/2019,18:59:00,Ewallet,148.6,4.761904762,7.43,8.3
443-51-3859,A,Delhi,Normal,Male,Fashion accessories,37.15,4.0,7.43,156.03,3/23/2019,18:59:00,Cash,148.6,4.761904762,7.43,8.3
287-83-1405,C,Delhi,Normal,Male,Health and beauty,25.43,6.0,7.629,160.209,43801,19:01:00,Cash,152.58,4.761904762,7.629,7.0
293-32-5996,A,Delhi,Normal,Male,Food and beverages,25.43,6.0,7.629,160.209,43801,19:01:00,Ewallet,152.58,4.761904762,7.629,7.0
423-80-0988,C,Hyderabad,Normal,Male,Sports and travel,76.4,2.0,7.64,160.44,1/30/2019,19:42:00,Cash,152.8,4.761904762,7.64,6.5
998-32-4758,C,Hyderabad,Normal,Male,Sports and travel,76.4,2.0,7.64,160.44,1/30/2019,19:42:00,Cash,152.8,4.761904762,7.64,6.5
655-85-5130,B,Mumbai,Member,Male,Fashion accessories,38.3,4.0,7.66,160.86,3/13/2019,19:22:00,Cash,153.2,4.761904762,7.66,5.7
697-56-3157,B,Hyderabad,Member,Male,Fashion accessories,38.3,4.0,7.66,160.86,3/13/2019,19:22:00,Cash,153.2,4.761904762,7.66,
873-51-0671,A,Mumbai,Member,Male,Food and beverages,21.98,7.0,7.693,161.553,43739,16:42:00,Ewallet,153.86,4.761904762,7.693,5.1
480-63-2856,C,Hyderabad,Normal,Male,Food and beverages,19.25,8.0,7.7,161.7,1/23/2019,18:37:00,Ewallet,154.0,4.761904762,7.7,6.6
550-39-2261,C,Hyderabad,Normal,Male,Food and beverages,19.25,8.0,7.7,161.7,1/23/2019,18:37:00,Ewallet,154.0,4.761904762,7.7,6.6
851-28-6367,A,Delhi,Member,Male,Food and beverages,15.5,10.0,7.75,162.75,3/23/2019,10:55:00,Ewallet,155.0,4.761904762,7.75,8.0
701-23-5550,C,Mumbai,Member,Male,Home and lifestyle,38.81,4.0,7.762,163.002,3/19/2019,13:40:00,Ewallet,155.24,4.761904762,7.762,4.9
729-09-9681,A,Mumbai,Member,Male,Home and lifestyle,25.91,6.0,7.773,163.233,43587,10:16:00,Ewallet,155.46,4.761904762,7.773,8.7
